"pre" "post" "clos" "Vpn" "Age" "G" "R" "P" "Cluster" "Place" "vint" "offset" "W"
"5498" 10.0226757369614 34.467120181406 110.249433106576 "FRR0035" "jung" "m" "Granada" "st" "cluster" "alv" 154.739229024943 -12.2222222222223 "estuche"
"5499" 10.0226757369614 43.9682539682537 110.249433106576 "FRR0035" "jung" "m" "Granada" "st" "cluster" "alv" 164.240362811791 -16.972789115646 "estufa"
"5500" 10.0226757369613 34.2403628117914 105.238095238095 "FRR0035" "jung" "m" "Granada" "st" "cluster" "alv" 149.501133786848 -12.1088435374149 "estufa"
"5501" 10.0226757369614 34.3083900226757 115.260770975057 "FRR0035" "jung" "m" "Granada" "st" "cluster" "alv" 159.591836734694 -12.1428571428571 "estufa"
"5502" 10.0226757369614 48.4126984126985 90.204081632653 "FRR0035" "jung" "m" "Granada" "st" "cluster" "alv" 148.639455782313 -19.1950113378687 "estuve"
"5503" 10.0226757369614 49.6145124716552 110.249433106576 "FRR0035" "jung" "m" "Granada" "st" "cluster" "alv" 169.886621315193 -19.795918367347 "estuve"
"5504" 10.0226757369614 44.4217687074829 105.238095238095 "FRR0035" "jung" "m" "Granada" "st" "cluster" "alv" 159.68253968254 -17.1995464852607 "estuve"
"5505" -25.0566893424036 44.4217687074829 85.1927437641724 "IRT0042" "jung" "f" "Granada" "t" "single" "alv" 104.557823129252 -34.7392290249431 "etipa"
"5506" -5.01133786848072 38.8435374149662 95.2154195011335 "IRT0042" "jung" "f" "Granada" "t" "single" "alv" 129.047619047619 -21.9274376417234 "etipa"
"5507" -25.0566893424036 29.1836734693878 70.1587301587301 "IRT0042" "jung" "f" "Granada" "t" "single" "alv" 74.2857142857143 -27.1201814058958 "retira"
"5508" -10.0226757369614 34.21768707483 80.1814058956916 "IRT0042" "jung" "f" "Granada" "t" "single" "alv" 104.37641723356 -22.1201814058958 "retira"
"5509" 0 29.3197278911564 85.1927437641723 "IRT0042" "jung" "f" "Granada" "t" "single" "alv" 114.512471655329 -14.6598639455782 "retira"
"5510" 25.0566893424036 44.1496598639454 40.0907029478459 "IRT0042" "jung" "f" "Granada" "t" "single" "alv" 109.297052154195 -9.54648526077085 "etupa"
"5511" 0 33.8321995464853 100.226757369614 "IRT0042" "jung" "f" "Granada" "t" "single" "alv" 134.0589569161 -16.9160997732426 "etupa"
"5512" 5.01133786848072 29.2970521541949 90.204081632653 "IRT0042" "jung" "f" "Granada" "t" "single" "alv" 124.512471655329 -12.1428571428571 "etupa"
"5513" -35.0793650793651 38.956916099773 100.226757369615 "IRT0042" "jung" "f" "Granada" "t" "single" "alv" 104.104308390023 -37.0181405895689 "returo"
"5514" -5.01133786848072 29.0702947845804 95.2154195011339 "IRT0042" "jung" "f" "Granada" "t" "single" "alv" 119.274376417233 -17.0408163265306 "returo"
"5515" -5.01133786848072 39.1383219954648 95.2154195011337 "IRT0042" "jung" "f" "Granada" "t" "single" "alv" 129.342403628118 -22.0748299319728 "returo"
"5518" 15.0340136054422 59.1609977324263 125.283446712018 "IRT0042" "jung" "f" "Granada" "st" "cluster" "alv" 199.478458049887 -22.063492063492 "pestino"
"5520" 15.0340136054422 38.9115646258504 120.272108843537 "IRT0042" "jung" "f" "Granada" "st" "cluster" "alv" 174.21768707483 -11.9387755102041 "estufa"
"5521" -35.0793650793652 23.7868480725624 70.1587301587302 "JGM0054" "jung" "m" "Granada" "t" "single" "alv" 58.8662131519275 -29.4331065759636 "etipa"
"5522" -30.0680272108843 24.5351473922901 75.170068027211 "JGM0054" "jung" "m" "Granada" "t" "single" "alv" 69.6371882086167 -27.3015873015872 "etipa"
"5523" 5.01133786848061 29.2517006802722 50.1133786848073 "JGM0054" "jung" "m" "Granada" "t" "single" "alv" 84.3764172335601 -12.1201814058959 "etipa"
"5524" -30.0680272108845 17.9818594104308 35.0793650793651 "JGM0054" "jung" "m" "Granada" "t" "single" "alv" 22.9931972789115 -24.0249433106577 "retira"
"5525" -25.0566893424036 19.7505668934241 40.0907029478458 "JGM0054" "jung" "m" "Granada" "t" "single" "alv" 34.7845804988663 -22.4036281179139 "retira"
"5526" -5.01133786848072 29.3877551020407 35.0793650793652 "JGM0054" "jung" "m" "Granada" "t" "single" "alv" 59.4557823129252 -17.1995464852607 "retira"
"5527" -5.01133786848061 28.934240362812 45.1020408163263 "JGM0054" "jung" "m" "Granada" "t" "single" "alv" 69.0249433106577 -16.9727891156463 "etupa"
"5528" 0 24.7165532879819 55.124716553288 "JGM0054" "jung" "m" "Granada" "t" "single" "alv" 79.8412698412699 -12.358276643991 "etupa"
"5529" 0 29.5238095238095 95.2154195011339 "JGM0054" "jung" "m" "Granada" "t" "single" "alv" 124.739229024943 -14.7619047619047 "etupa"
"5530" -20.0453514739229 23.3106575963719 55.124716553288 "JGM0054" "jung" "m" "Granada" "t" "single" "alv" 58.390022675737 -21.6780045351474 "returo"
"5531" 0 24.21768707483 65.1473922902495 "JGM0054" "jung" "m" "Granada" "t" "single" "alv" 89.3650793650795 -12.1088435374149 "returo"
"5532" -35.0793650793651 29.1383219954648 55.124716553288 "JGM0054" "jung" "m" "Granada" "t" "single" "alv" 49.1836734693877 -32.1088435374149 "returo"
"5533" 20.0453514739229 39.5918367346939 70.1587301587301 "JGM0054" "jung" "m" "Granada" "st" "cluster" "alv" 129.795918367347 -9.77324263038554 "destino"
"5534" 10.0226757369614 49.6145124716552 55.1247165532881 "JGM0054" "jung" "m" "Granada" "st" "cluster" "alv" 114.761904761905 -19.7959183673468 "destino"
"5535" 15.0340136054422 49.5011337868481 80.1814058956917 "JGM0054" "jung" "m" "Granada" "st" "cluster" "alv" 144.716553287982 -17.233560090703 "destino"
"5536" 50.1133786848072 44.5578231292518 90.204081632653 "JGM0054" "jung" "m" "Granada" "st" "cluster" "alv" 184.875283446712 2.77777777777771 "estima"
"5537" 15.0340136054423 34.7619047619048 100.226757369614 "JGM0054" "jung" "m" "Granada" "st" "cluster" "alv" 150.022675736962 -9.86394557823132 "estima"
"5538" 5.01133786848072 49.6598639455782 95.2154195011337 "JGM0054" "jung" "m" "Granada" "st" "cluster" "alv" 149.886621315193 -22.3242630385488 "estima"
"5539" 15.0340136054422 39.546485260771 105.238095238095 "JGM0054" "jung" "m" "Granada" "st" "cluster" "alv" 159.818594104308 -12.2562358276643 "estio"
"5540" 15.532879818594 34.21768707483 105.238095238095 "JGM0054" "jung" "m" "Granada" "st" "cluster" "alv" 154.988662131519 -9.34240362811795 "estio"
"5541" 40.0907029478458 54.4217687074829 75.170068027211 "JGM0054" "jung" "m" "Granada" "st" "cluster" "alv" 169.68253968254 -7.16553287981856 "estio"
"5542" 0 49.4331065759636 95.2154195011339 "JGM0054" "jung" "m" "Granada" "st" "cluster" "alv" 144.648526077097 -24.7165532879817 "pestino"
"5543" 35.0793650793651 34.5804988662132 60.1360544217687 "JGM0054" "jung" "m" "Granada" "st" "cluster" "alv" 129.795918367347 0.249433106575907 "pestino"
"5544" 0 39.3877551020407 80.1814058956917 "JGM0054" "jung" "m" "Granada" "st" "cluster" "alv" 119.569160997732 -19.6938775510205 "pestino"
"5545" 0 39.6598639455782 85.1927437641723 "JGM0054" "jung" "m" "Granada" "st" "cluster" "alv" 124.85260770975 -19.829931972789 "estuche"
"5546" 0 39.3424036281178 70.1587301587301 "JGM0054" "jung" "m" "Granada" "st" "cluster" "alv" 109.501133786848 -19.6712018140589 "estuche"
"5547" 40.0907029478458 34.6258503401359 40.0907029478459 "JGM0054" "jung" "m" "Granada" "st" "cluster" "alv" 114.807256235828 2.73242630385494 "estufa"
"5548" 5.01133786848072 29.6825396825398 95.2154195011337 "JGM0054" "jung" "m" "Granada" "st" "cluster" "alv" 129.909297052154 -12.3356009070295 "estufa"
"5549" 0.249433106575907 34.5351473922902 95.2154195011339 "JGM0054" "jung" "m" "Granada" "st" "cluster" "alv" 130 -17.1428571428571 "estufa"
"5550" 0.0226757369614461 39.7732426303855 90.204081632653 "JGM0054" "jung" "m" "Granada" "st" "cluster" "alv" 130 -19.875283446712 "estuve"
"5551" 30.0680272108845 39.1156462585034 85.1927437641723 "JGM0054" "jung" "m" "Granada" "st" "cluster" "alv" 154.37641723356 -4.5238095238094 "estuve"
"5552" 0 34.1950113378686 75.170068027211 "JHT0036" "jung" "m" "Granada" "t" "single" "alv" 109.36507936508 -17.0975056689342 "etipa"
"5553" -5.01133786848072 29.1383219954648 60.1360544217688 "JHT0036" "jung" "m" "Granada" "t" "single" "alv" 84.2630385487529 -17.0748299319728 "etipa"
"5554" -5.01133786848061 29.4557823129253 75.1700680272107 "JHT0036" "jung" "m" "Granada" "t" "single" "alv" 99.6145124716554 -17.2335600907029 "etipa"
"5555" -5.01133786848072 39.2063492063493 45.1020408163265 "JHT0036" "jung" "m" "Granada" "t" "single" "alv" 79.2970521541951 -22.1088435374149 "retira"
"5556" -15.0340136054421 34.3083900226757 40.0907029478458 "JHT0036" "jung" "m" "Granada" "t" "single" "alv" 59.3650793650794 -24.6712018140589 "retira"
"5557" -20.0453514739228 34.4897959183675 65.1473922902493 "JHT0036" "jung" "m" "Granada" "t" "single" "alv" 79.591836734694 -27.2675736961451 "retira"
"5558" -5.0113378684805 18.0952380952378 75.1700680272108 "JHT0036" "jung" "m" "Granada" "t" "single" "alv" 88.2539682539682 -11.5532879818593 "etupa"
"5559" -20.0453514739229 19.5238095238095 60.1360544217688 "JHT0036" "jung" "m" "Granada" "t" "single" "alv" 59.6145124716554 -19.7845804988663 "etupa"
"5560" -5.01133786848084 29.4557823129253 80.1814058956916 "JHT0036" "jung" "m" "Granada" "t" "single" "alv" 104.625850340136 -17.2335600907031 "etupa"
"5561" -5.01133786848072 23.9002267573696 75.1700680272108 "JHT0036" "jung" "m" "Granada" "t" "single" "alv" 94.0589569160998 -14.4557823129252 "returo"
"5562" -15.0340136054422 24.2857142857142 70.1587301587301 "JHT0036" "jung" "m" "Granada" "t" "single" "alv" 79.4104308390022 -19.6598639455782 "returo"
"5563" -20.0453514739228 19.4784580498867 70.15873015873 "JHT0036" "jung" "m" "Granada" "t" "single" "alv" 69.591836734694 -19.7619047619048 "returo"
"5564" -5.01133786848072 49.2970521541951 95.2154195011337 "JHT0036" "jung" "m" "Granada" "st" "cluster" "alv" 139.501133786848 -27.1541950113378 "destino"
"5565" 0 44.4217687074829 100.226757369615 "JHT0036" "jung" "m" "Granada" "st" "cluster" "alv" 144.648526077097 -22.2108843537414 "destino"
"5566" 5.01133786848072 44.2857142857143 90.204081632653 "JHT0036" "jung" "m" "Granada" "st" "cluster" "alv" 139.501133786848 -19.6371882086167 "destino"
"5567" 10.0226757369614 39.3424036281178 100.226757369615 "JHT0036" "jung" "m" "Granada" "st" "cluster" "alv" 149.591836734694 -14.6598639455783 "estima"
"5568" 0 59.4784580498867 100.226757369614 "JHT0036" "jung" "m" "Granada" "st" "cluster" "alv" 159.705215419501 -29.7392290249434 "estima"
"5569" 25.0566893424035 34.2630385487529 90.2040816326531 "JHT0036" "jung" "m" "Granada" "st" "cluster" "alv" 149.52380952381 -4.60317460317469 "estima"
"5570" -5.01133786848072 54.4671201814059 115.260770975057 "JHT0036" "jung" "m" "Granada" "st" "cluster" "alv" 164.716553287982 -29.7392290249433 "estio"
"5571" 0 44.4217687074829 105.238095238095 "JHT0036" "jung" "m" "Granada" "st" "cluster" "alv" 149.659863945578 -22.2108843537414 "estio"
"5572" 0 63.9909297052153 110.249433106576 "JHT0036" "jung" "m" "Granada" "st" "cluster" "alv" 174.240362811791 -31.9954648526076 "estio"
"5573" -5.01133786848061 39.3650793650794 115.260770975057 "JHT0036" "jung" "m" "Granada" "st" "cluster" "alv" 149.614512471655 -22.18820861678 "pestino"
"5574" 0 34.421768707483 135.30612244898 "JHT0036" "jung" "m" "Granada" "st" "cluster" "alv" 169.727891156463 -17.2108843537414 "pestino"
"5575" 5.01133786848072 49.3650793650794 85.1927437641723 "JHT0036" "jung" "m" "Granada" "st" "cluster" "alv" 139.569160997732 -22.1768707482994 "pestino"
"5576" -5.01133786848072 29.3197278911564 115.260770975057 "JHT0036" "jung" "m" "Granada" "st" "cluster" "alv" 139.569160997732 -17.1655328798186 "estuche"
"5577" -5.01133786848072 29.5691609977324 110.249433106576 "JHT0036" "jung" "m" "Granada" "st" "cluster" "alv" 134.807256235828 -17.2902494331065 "estuche"
"5578" 0 59.7732426303855 75.170068027211 "JHT0036" "jung" "m" "Granada" "st" "cluster" "alv" 134.943310657596 -29.8866213151928 "estuche"
"5579" 5.01133786848072 19.4784580498867 110.249433106576 "JHT0036" "jung" "m" "Granada" "st" "cluster" "alv" 134.739229024943 -7.23356009070301 "estufa"
"5580" 10.0226757369616 29.1836734693878 110.249433106576 "JHT0036" "jung" "m" "Granada" "st" "cluster" "alv" 149.455782312925 -9.58049886621313 "estufa"
"5581" 5.01133786848072 24.5124716553288 110.249433106576 "JHT0036" "jung" "m" "Granada" "st" "cluster" "alv" 139.773242630386 -9.75056689342409 "estufa"
"5582" 5.01133786848072 54.8299319727892 80.1814058956916 "JHT0036" "jung" "m" "Granada" "st" "cluster" "alv" 140.022675736961 -24.9092970521542 "estuve"
"5583" -5.01133786848072 39.4104308390022 110.249433106576 "JHT0036" "jung" "m" "Granada" "st" "cluster" "alv" 144.648526077097 -22.2108843537414 "estuve"
"5584" -5.01133786848072 64.4671201814059 120.272108843537 "JHT0036" "jung" "m" "Granada" "st" "cluster" "alv" 179.727891156463 -34.7392290249434 "estuve"
"5585" 5.01133786848072 19.8412698412699 70.15873015873 "JMG0040" "alt" "m" "Granada" "t" "single" "alv" 95.0113378684806 -7.41496598639446 "etipa"
"5586" 30.0680272108845 24.4897959183675 60.1360544217686 "JMG0040" "alt" "m" "Granada" "t" "single" "alv" 114.69387755102 2.78911564625844 "etipa"
"5587" 5.01133786848072 23.6734693877552 40.0907029478458 "JMG0040" "alt" "m" "Granada" "t" "single" "alv" 68.7755102040817 -9.33106575963711 "retira"
"5588" -35.0793650793651 39.0702947845806 40.0907029478458 "JMG0040" "alt" "m" "Granada" "t" "single" "alv" 44.0816326530613 -37.0748299319729 "retira"
"5589" -55.1247165532881 23.9455782312924 65.1473922902494 "JMG0040" "alt" "m" "Granada" "t" "single" "alv" 33.9682539682537 -39.5351473922901 "retira"
"5590" -5.01133786848095 18.4580498866214 75.1700680272108 "JMG0040" "alt" "m" "Granada" "t" "single" "alv" 88.6167800453513 -11.7346938775513 "etupa"
"5591" -44.4217687074829 24.2403628117914 80.1814058956916 "JMG0040" "alt" "m" "Granada" "t" "single" "alv" 60.0000000000001 -34.3310657596372 "etupa"
"5592" -50.1133786848072 23.7414965986395 60.1360544217687 "JMG0040" "alt" "m" "Granada" "t" "single" "alv" 33.764172335601 -36.9274376417234 "returo"
"5593" 15.0340136054424 18.1859410430839 65.1473922902494 "JMG0040" "alt" "m" "Granada" "t" "single" "alv" 98.3673469387757 -1.57596371882073 "returo"
"5594" -30.0680272108843 23.6961451247164 55.124716553288 "JMG0040" "alt" "m" "Granada" "t" "single" "alv" 48.75283446712 -26.8820861678005 "returo"
"5595" 40.0907029478458 39.0249433106577 65.1473922902494 "JMG0040" "alt" "m" "Granada" "st" "cluster" "alv" 144.263038548753 0.532879818593983 "destino"
"5596" 60.1360544217687 39.0249433106577 70.1587301587301 "JMG0040" "alt" "m" "Granada" "st" "cluster" "alv" 169.319727891157 10.5555555555555 "destino"
"5597" 0 34.467120181406 75.1700680272107 "JMG0040" "alt" "m" "Granada" "st" "cluster" "alv" 109.637188208617 -17.2335600907029 "destino"
"5598" 20.2267573696146 34.5578231292518 95.2154195011337 "JMG0040" "alt" "m" "Granada" "st" "cluster" "alv" 150 -7.16553287981867 "estima"
"5599" 40.0907029478458 34.3537414965986 85.1927437641723 "JMG0040" "alt" "m" "Granada" "st" "cluster" "alv" 159.637188208617 2.86848072562361 "pestino"
"5600" 35.6009070294784 34.1496598639454 110.249433106576 "JMG0040" "alt" "m" "Granada" "st" "cluster" "alv" 180 0.725623582766502 "estuche"
"5602" 25.0566893424036 29.4331065759637 105.238095238095 "JMG0040" "alt" "m" "Granada" "st" "cluster" "alv" 159.727891156463 -2.18820861678 "estufa"
"5603" 110.249433106576 14.1269841269842 110.249433106576 "JMG0040" "alt" "m" "Granada" "st" "cluster" "alv" 234.625850340136 48.0612244897958 "estuve"
"5604" 30.249433106576 29.546485260771 90.204081632653 "JMG0040" "alt" "m" "Granada" "st" "cluster" "alv" 150 0.351473922902528 "estuve"
"5605" 45.1020408163265 23.6507936507937 95.2154195011337 "JMG0040" "alt" "m" "Granada" "st" "cluster" "alv" 163.968253968254 10.7256235827665 "estuve"
"5606" 0 33.9229024943311 75.1700680272107 "JML0039" "alt" "f" "Granada" "t" "single" "alv" 109.092970521542 -16.9614512471655 "etipa"
"5607" -25.0566893424037 33.9229024943311 85.1927437641724 "JML0039" "alt" "f" "Granada" "t" "single" "alv" 94.0589569160998 -29.4897959183675 "etipa"
"5608" 5.01133786848072 34.1269841269842 80.1814058956916 "JML0039" "alt" "f" "Granada" "t" "single" "alv" 119.319727891157 -14.5578231292517 "etipa"
"5609" 0 28.7981859410431 75.1700680272108 "JML0039" "alt" "f" "Granada" "t" "single" "alv" 103.968253968254 -14.3990929705217 "retira"
"5610" -35.0793650793651 23.3560090702949 70.1587301587301 "JML0039" "alt" "f" "Granada" "t" "single" "alv" 58.43537414966 -29.2176870748299 "retira"
"5611" -5.01133786848072 58.6167800453513 50.1133786848075 "JML0039" "alt" "f" "Granada" "t" "single" "alv" 103.718820861678 -31.8140589569161 "retira"
"5612" -5.01133786848061 29.3650793650794 115.260770975057 "JML0039" "alt" "f" "Granada" "t" "single" "alv" 139.614512471655 -17.18820861678 "etupa"
"5613" 20.907029478458 33.8095238095239 125.283446712018 "JML0039" "alt" "f" "Granada" "t" "single" "alv" 180 -6.451247165533 "etupa"
"5614" 10.0226757369617 38.2766439909296 120.272108843537 "JML0039" "alt" "f" "Granada" "t" "single" "alv" 168.571428571429 -14.1269841269839 "etupa"
"5615" 45.1020408163266 28.5487528344672 155.351473922902 "JML0039" "alt" "f" "Granada" "t" "single" "alv" 229.002267573696 8.27664399092964 "etupa"
"5616" -40.0907029478458 34.21768707483 75.1700680272108 "JML0039" "alt" "f" "Granada" "t" "single" "alv" 69.2970521541951 -37.1541950113378 "returo"
"5617" -15.0340136054422 49.2743764172336 65.1473922902494 "JML0039" "alt" "f" "Granada" "t" "single" "alv" 99.3877551020408 -32.1541950113378 "returo"
"5618" 0 43.6507936507935 70.1587301587301 "JML0039" "alt" "f" "Granada" "t" "single" "alv" 113.809523809524 -21.8253968253966 "returo"
"5619" 25.0566893424036 38.344671201814 160.362811791383 "JML0039" "alt" "f" "Granada" "st" "cluster" "alv" 223.764172335601 -6.6439909297053 "destino"
"5620" 15.0340136054422 38.3673469387754 120.272108843537 "JML0039" "alt" "f" "Granada" "st" "cluster" "alv" 173.673469387755 -11.6666666666667 "destino"
"5621" 10.9750566893424 43.6961451247166 140.31746031746 "JML0039" "alt" "f" "Granada" "st" "cluster" "alv" 194.988662131519 -16.360544217687 "estima"
"5622" 55.124716553288 48.7755102040817 130.294784580499 "JML0039" "alt" "f" "Granada" "st" "cluster" "alv" 234.195011337869 3.17460317460313 "estima"
"5623" 70.1587301587302 38.6848072562359 150.340136054422 "JML0039" "alt" "f" "Granada" "st" "cluster" "alv" 259.183673469388 15.7369614512472 "estio"
"5624" 16.2131519274376 43.6961451247164 135.30612244898 "JML0039" "alt" "f" "Granada" "st" "cluster" "alv" 195.215419501134 -13.7414965986395 "estio"
"5625" 20.0453514739229 53.310657596372 145.328798185941 "JML0039" "alt" "f" "Granada" "st" "cluster" "alv" 218.684807256236 -16.6326530612246 "pestino"
"5626" 20.0453514739229 43.4693877551022 110.249433106576 "JML0039" "alt" "f" "Granada" "st" "cluster" "alv" 173.764172335601 -11.7120181405896 "pestino"
"5627" 75.170068027211 43.8095238095239 115.260770975057 "JML0039" "alt" "f" "Granada" "st" "cluster" "alv" 234.240362811791 15.6802721088434 "estuche"
"5628" 15.0340136054421 49.092970521542 120.272108843537 "JML0039" "alt" "f" "Granada" "st" "cluster" "alv" 184.399092970522 -17.0294784580501 "estuche"
"5630" 5.01133786848061 38.843537414966 130.294784580499 "JML0039" "alt" "f" "Granada" "st" "cluster" "alv" 174.149659863946 -16.9160997732426 "estufa"
"5631" 15.0340136054422 23.310657596372 135.30612244898 "JML0039" "alt" "f" "Granada" "st" "cluster" "alv" 173.650793650794 -4.13832199546505 "estufa"
"5633" 55.1247165532881 48.7755102040817 125.283446712018 "JML0039" "alt" "f" "Granada" "st" "cluster" "alv" 229.183673469388 3.17460317460313 "estuve"
"5634" 5.01133786848061 19.4331065759637 80.1814058956917 "JRF0002" "alt" "m" "Granada" "t" "single" "alv" 104.625850340136 -7.21088435374168 "etipa"
"5635" 0 24.5578231292517 90.204081632653 "JRF0002" "alt" "m" "Granada" "t" "single" "alv" 114.761904761905 -12.2789115646258 "etipa"
"5636" 0 24.1950113378686 95.2154195011337 "JRF0002" "alt" "m" "Granada" "t" "single" "alv" 119.410430839002 -12.0975056689342 "retira"
"5637" -45.1020408163265 19.5691609977324 60.1360544217687 "JRF0002" "alt" "m" "Granada" "t" "single" "alv" 34.6031746031746 -32.3356009070294 "retira"
"5638" -45.1020408163265 24.421768707483 70.1587301587302 "JRF0002" "alt" "m" "Granada" "t" "single" "alv" 49.4784580498867 -34.7619047619048 "retira"
"5639" -5.01133786848084 9.38775510204084 110.249433106576 "JRF0002" "alt" "m" "Granada" "t" "single" "alv" 114.625850340136 -7.19954648526095 "etupa"
"5640" 15.2607709750566 19.5011337868481 105.238095238095 "JRF0002" "alt" "m" "Granada" "t" "single" "alv" 140 -2.12018140589566 "etupa"
"5641" -9.65986394557831 9.38775510204084 125.283446712018 "JRF0002" "alt" "m" "Granada" "t" "single" "alv" 125.011337868481 -9.52380952380952 "etupa"
"5642" -30.0680272108843 23.6507936507935 85.1927437641723 "JRF0002" "alt" "m" "Granada" "t" "single" "alv" 78.7755102040815 -26.8594104308388 "returo"
"5643" 5.01133786848072 14.6485260770975 65.1473922902494 "JRF0002" "alt" "m" "Granada" "t" "single" "alv" 84.8072562358276 -4.81859410430832 "returo"
"5644" -5.01133786848072 24.4897959183673 80.1814058956917 "JRF0002" "alt" "m" "Granada" "t" "single" "alv" 99.6598639455783 -14.7505668934241 "returo"
"5645" 10.0226757369614 29.5238095238095 85.1927437641724 "JRF0002" "alt" "m" "Granada" "st" "cluster" "alv" 124.739229024943 -9.75056689342398 "destino"
"5646" 25.0566893424036 29.5691609977324 110.249433106576 "JRF0002" "alt" "m" "Granada" "st" "cluster" "alv" 164.875283446712 -2.25623582766434 "estima"
"5647" 40.0907029478459 29.5918367346939 115.260770975057 "JRF0002" "alt" "m" "Granada" "st" "cluster" "alv" 184.943310657596 5.24943310657602 "estima"
"5648" 20.0453514739228 29.3650793650794 95.2154195011337 "JRF0002" "alt" "m" "Granada" "st" "cluster" "alv" 144.625850340136 -4.65986394557831 "estio"
"5649" 25.0566893424036 24.3537414965987 130.294784580499 "JRF0002" "alt" "m" "Granada" "st" "cluster" "alv" 179.705215419501 0.351473922902414 "pestino"
"5650" 25.4648526077099 29.2970521541949 105.238095238095 "JRF0002" "alt" "m" "Granada" "st" "cluster" "alv" 160 -1.91609977324254 "pestino"
"5651" 20.2040816326531 29.6371882086166 75.170068027211 "JRF0002" "alt" "m" "Granada" "st" "cluster" "alv" 125.011337868481 -4.7165532879817 "estuche"
"5652" 10.0226757369613 24.5578231292517 120.272108843537 "JRF0002" "alt" "m" "Granada" "st" "cluster" "alv" 154.85260770975 -7.26757369614506 "estuche"
"5653" 30.0680272108843 19.6371882086166 145.328798185941 "JRF0002" "alt" "m" "Granada" "st" "cluster" "alv" 195.034013605442 5.21541950113385 "estuve"
"5654" -10.0226757369614 24.6031746031746 75.1700680272108 "JRS0033" "alt" "m" "Granada" "t" "single" "alv" 89.750566893424 -17.3129251700681 "etipa"
"5655" -25.0566893424037 39.4104308390022 75.170068027211 "JRS0033" "alt" "m" "Granada" "t" "single" "alv" 89.5238095238094 -32.2335600907029 "etipa"
"5656" -10.0226757369614 39.5464852607711 85.1927437641723 "JRS0033" "alt" "m" "Granada" "t" "single" "alv" 114.716553287982 -24.7845804988663 "etipa"
"5657" -35.0793650793651 23.2426303854875 40.0907029478458 "JRS0033" "alt" "m" "Granada" "t" "single" "alv" 28.2539682539682 -29.1609977324263 "retira"
"5658" -25.0566893424037 34.2857142857142 80.1814058956917 "JRS0033" "alt" "m" "Granada" "t" "single" "alv" 89.4104308390022 -29.671201814059 "retira"
"5659" -15.0340136054421 39.4331065759637 80.1814058956916 "JRS0033" "alt" "m" "Granada" "t" "single" "alv" 104.580498866213 -27.2335600907029 "retira"
"5660" 5.01133786848072 14.3083900226757 80.1814058956916 "JRS0033" "alt" "m" "Granada" "t" "single" "alv" 99.501133786848 -4.64852607709747 "etupa"
"5661" -20.0453514739229 34.2403628117914 90.204081632653 "JRS0033" "alt" "m" "Granada" "t" "single" "alv" 104.399092970522 -27.1428571428572 "etupa"
"5662" -15.0340136054423 24.4444444444445 95.2154195011339 "JRS0033" "alt" "m" "Granada" "t" "single" "alv" 104.625850340136 -19.7392290249434 "etupa"
"5663" -25.0566893424035 23.854875283447 85.1927437641721 "JRS0033" "alt" "m" "Granada" "t" "single" "alv" 83.9909297052155 -24.4557823129253 "returo"
"5664" -25.0566893424036 24.0816326530612 100.226757369614 "JRS0033" "alt" "m" "Granada" "t" "single" "alv" 99.2517006802721 -24.5691609977324 "returo"
"5665" -20.0453514739229 28.956916099773 90.2040816326531 "JRS0033" "alt" "m" "Granada" "t" "single" "alv" 99.1156462585033 -24.501133786848 "returo"
"5666" 35.0793650793651 33.9909297052155 65.1473922902494 "JRS0033" "alt" "m" "Granada" "st" "cluster" "alv" 134.21768707483 0.544217687074706 "destino"
"5667" -10.0226757369616 29.3877551020407 75.170068027211 "JRS0033" "alt" "m" "Granada" "st" "cluster" "alv" 94.5351473922901 -19.7052154195011 "destino"
"5668" 20.0453514739228 23.854875283447 75.1700680272107 "JRS0033" "alt" "m" "Granada" "st" "cluster" "alv" 119.07029478458 -1.90476190476193 "destino"
"5669" 40.0907029478458 34.421768707483 80.1814058956917 "JRS0033" "alt" "m" "Granada" "st" "cluster" "alv" 154.69387755102 2.83446712018133 "estima"
"5670" 30.0680272108843 24.4444444444446 100.226757369614 "JRS0033" "alt" "m" "Granada" "st" "cluster" "alv" 154.739229024943 2.81179138321988 "estima"
"5671" 5.01133786848061 29.3877551020407 100.226757369615 "JRS0033" "alt" "m" "Granada" "st" "cluster" "alv" 134.625850340136 -12.1882086167801 "estio"
"5672" 15.0340136054421 28.9569160997734 70.1587301587301 "JRS0033" "alt" "m" "Granada" "st" "cluster" "alv" 114.149659863946 -6.96145124716566 "pestino"
"5673" 30.0680272108842 24.3083900226757 65.1473922902495 "JRS0033" "alt" "m" "Granada" "st" "cluster" "alv" 119.523809523809 2.87981859410434 "pestino"
"5674" 10.0226757369614 24.421768707483 70.1587301587302 "JRS0033" "alt" "m" "Granada" "st" "cluster" "alv" 104.603174603175 -7.19954648526084 "pestino"
"5675" 15.0340136054422 24.5351473922901 100.226757369615 "JRS0033" "alt" "m" "Granada" "st" "cluster" "alv" 139.795918367347 -4.75056689342409 "estuche"
"5676" 25.0566893424036 19.5918367346939 105.238095238095 "JRS0033" "alt" "m" "Granada" "st" "cluster" "alv" 149.886621315193 2.73242630385482 "estuche"
"5677" -20.0453514739229 14.3990929705216 160.362811791383 "JRS0033" "alt" "m" "Granada" "st" "cluster" "alv" 154.716553287982 -17.2222222222223 "estuche"
