"pre" "post" "clos" "Vpn" "Age" "G" "R" "P" "Cluster" "Place" "vint" "offset" "W"
"5678" 15.0340136054421 19.2517006802722 100.226757369615 "JRS0033" "alt" "m" "Granada" "st" "cluster" "alv" 134.512471655329 -2.10884353741517 "estufa"
"5679" 15.0340136054423 19.6825396825396 95.2154195011337 "JRS0033" "alt" "m" "Granada" "st" "cluster" "alv" 129.931972789116 -2.32426303854868 "estufa"
"5680" 20.0453514739229 29.0022675736963 85.1927437641723 "JRS0033" "alt" "m" "Granada" "st" "cluster" "alv" 134.240362811791 -4.47845804988674 "estuve"
"5681" 0 24.3310657596371 105.238095238095 "JRS0033" "alt" "m" "Granada" "st" "cluster" "alv" 129.569160997732 -12.1655328798186 "estuve"
"5682" 1.20181405895698 24.0362811791383 109.047619047619 "JRS0033" "alt" "m" "Granada" "st" "cluster" "alv" 134.285714285714 -11.4172335600907 "estuve"
"5683" 5.01133786848072 23.9229024943311 140.31746031746 "LUR0016" "alt" "m" "Granada" "t" "single" "alv" 169.251700680272 -9.45578231292507 "etipa"
"5684" 5.01133786848084 28.7981859410431 65.1473922902494 "LUR0016" "alt" "m" "Granada" "t" "single" "alv" 98.9569160997734 -11.8934240362812 "etipa"
"5685" 5.01133786848072 29.2970521541949 75.170068027211 "LUR0016" "alt" "m" "Granada" "t" "single" "alv" 109.478458049887 -12.1428571428571 "etipa"
"5686" 10.0226757369614 28.9115646258504 75.170068027211 "LUR0016" "alt" "m" "Granada" "t" "single" "alv" 114.104308390023 -9.44444444444457 "retira"
"5687" 10.0226757369613 28.8888888888887 55.1247165532881 "LUR0016" "alt" "m" "Granada" "t" "single" "alv" 94.0362811791381 -9.43310657596385 "retira"
"5688" 0 28.4126984126983 45.1020408163265 "LUR0016" "alt" "m" "Granada" "t" "single" "alv" 73.5147392290248 -14.2063492063494 "retira"
"5689" -20.0453514739229 28.5034013605443 140.31746031746 "LUR0016" "alt" "m" "Granada" "t" "single" "alv" 148.775510204082 -24.2743764172337 "etupa"
"5690" 55.124716553288 38.7528344671202 235.532879818594 "LUR0016" "alt" "m" "Granada" "t" "single" "alv" 329.410430839002 8.18594104308386 "etupa"
"5691" -10.0226757369614 33.6507936507937 155.351473922903 "LUR0016" "alt" "m" "Granada" "t" "single" "alv" 178.979591836735 -21.8367346938776 "etupa"
"5692" -10.0226757369614 29.0929705215419 85.1927437641723 "LUR0016" "alt" "m" "Granada" "t" "single" "alv" 104.263038548753 -19.5578231292517 "returo"
"5693" -5.01133786848072 38.548752834467 240.544217687075 "LUR0016" "alt" "m" "Granada" "t" "single" "alv" 274.081632653061 -21.780045351474 "returo"
"5694" 40.0907029478458 34.1043083900227 115.260770975057 "LUR0016" "alt" "m" "Granada" "st" "cluster" "alv" 189.455782312925 2.99319727891157 "destino"
"5695" 50.1133786848072 39.2517006802722 115.260770975057 "LUR0016" "alt" "m" "Granada" "st" "cluster" "alv" 204.625850340136 5.43083900226748 "destino"
"5696" 30.0680272108842 19.2063492063493 155.351473922903 "LUR0016" "alt" "m" "Granada" "st" "cluster" "alv" 204.625850340136 5.43083900226748 "estima"
"5698" 15.0340136054422 33.6054421768706 100.226757369614 "LUR0016" "alt" "m" "Granada" "st" "cluster" "alv" 148.866213151927 -9.28571428571422 "pestino"
"5699" 45.1020408163265 29.1609977324264 190.430839002268 "LUR0016" "alt" "m" "Granada" "st" "cluster" "alv" 264.69387755102 7.97052154195001 "estuche"
"5700" 10.0226757369614 24.3990929705215 130.294784580499 "LUR0016" "alt" "m" "Granada" "st" "cluster" "alv" 164.716553287982 -7.18820861678 "estuche"
"5701" 35.0793650793651 34.421768707483 120.272108843537 "LUR0016" "alt" "m" "Granada" "st" "cluster" "alv" 189.773242630386 0.328798185940968 "estuve"
"5702" 100.226757369614 34.0589569160998 105.238095238095 "LUR0016" "alt" "m" "Granada" "st" "cluster" "alv" 239.52380952381 33.0839002267574 "estuve"
"5703" -49.5691609977325 14.3310657596371 105.238095238095 "MBC0034" "alt" "f" "Granada" "t" "single" "alv" 69.9999999999999 -31.9501133786848 "etipa"
"5704" -5.01133786848072 24.5578231292517 105.238095238095 "MBC0034" "alt" "f" "Granada" "t" "single" "alv" 124.784580498866 -14.7845804988661 "etipa"
"5705" 0 14.3764172335601 100.226757369614 "MBC0034" "alt" "f" "Granada" "t" "single" "alv" 114.603174603175 -7.18820861678 "retira"
"5706" -5.01133786848072 14.5124716553288 95.2154195011339 "MBC0034" "alt" "f" "Granada" "t" "single" "alv" 104.716553287982 -9.7619047619047 "retira"
"5707" -10.0226757369614 19.4784580498867 125.283446712018 "MBC0034" "alt" "f" "Granada" "t" "single" "alv" 134.739229024943 -14.7505668934241 "retira"
"5708" 30.0680272108843 29.3197278911564 165.374149659864 "MBC0034" "alt" "f" "Granada" "t" "single" "alv" 224.761904761905 0.374149659864088 "etupa"
"5709" 20.0453514739227 23.7188208616781 55.1247165532882 "MBC0034" "alt" "f" "Granada" "t" "single" "alv" 98.8888888888889 -1.83673469387782 "returo"
"5710" 0 29.0249433106576 80.1814058956916 "MBC0034" "alt" "f" "Granada" "t" "single" "alv" 109.206349206349 -14.5124716553288 "returo"
"5711" -5.01133786848072 24.421768707483 90.204081632653 "MBC0034" "alt" "f" "Granada" "t" "single" "alv" 109.614512471655 -14.7165532879818 "returo"
"5713" 35.0793650793651 29.2517006802722 125.283446712018 "MBC0034" "alt" "f" "Granada" "st" "cluster" "alv" 189.614512471655 2.9138321995465 "destino"
"5714" 60.1360544217687 24.2630385487529 185.419501133787 "MBC0034" "alt" "f" "Granada" "st" "cluster" "alv" 269.818594104308 17.936507936508 "destino"
"5715" 20.045351473923 49.7732426303855 100.226757369614 "MBC0034" "alt" "f" "Granada" "st" "cluster" "alv" 170.045351473923 -14.8639455782313 "estima"
"5716" 35.170068027211 24.4444444444445 170.385487528345 "MBC0034" "alt" "f" "Granada" "st" "cluster" "alv" 230 5.36281179138314 "estio"
"5718" 20.1360544217688 29.5918367346939 120.272108843537 "MBC0034" "alt" "f" "Granada" "st" "cluster" "alv" 170 -4.72789115646253 "pestino"
"5719" 10.0226757369614 24.2630385487528 175.396825396825 "MBC0034" "alt" "f" "Granada" "st" "cluster" "alv" 209.68253968254 -7.12018140589566 "pestino"
"5720" 25.0566893424036 34.3764172335601 130.294784580499 "MBC0034" "alt" "f" "Granada" "st" "cluster" "alv" 189.727891156463 -4.65986394557831 "estuve"
"5721" -30.0680272108843 24.5124716553288 105.238095238095 "MGB0055" "jung" "f" "Granada" "t" "single" "alv" 99.6825396825398 -27.2902494331065 "etipa"
"5722" -25.0566893424036 33.9909297052155 125.283446712018 "MGB0055" "jung" "f" "Granada" "t" "single" "alv" 134.21768707483 -29.5238095238096 "etipa"
"5723" -15.0340136054422 19.1609977324263 100.226757369615 "MGB0055" "jung" "f" "Granada" "t" "single" "alv" 104.353741496599 -17.0975056689342 "retira"
"5724" -40.0907029478458 29.1383219954648 110.249433106576 "MGB0055" "jung" "f" "Granada" "t" "single" "alv" 99.2970521541949 -34.6145124716553 "retira"
"5725" -10.0226757369614 23.6507936507937 115.260770975057 "MGB0055" "jung" "f" "Granada" "t" "single" "alv" 128.888888888889 -16.8367346938776 "retira"
"5726" -15.0340136054422 24.3083900226757 120.272108843537 "MGB0055" "jung" "f" "Granada" "t" "single" "alv" 129.546485260771 -19.671201814059 "etupa"
"5727" -5.01133786848072 23.8095238095239 115.260770975057 "MGB0055" "jung" "f" "Granada" "t" "single" "alv" 134.0589569161 -14.4104308390024 "etupa"
"5728" -25.0566893424036 24.013605442177 115.260770975057 "MGB0055" "jung" "f" "Granada" "t" "single" "alv" 114.21768707483 -24.5351473922904 "etupa"
"5729" -5.01133786848072 29.3197278911564 95.2154195011337 "MGB0055" "jung" "f" "Granada" "t" "single" "alv" 119.523809523809 -17.1655328798186 "returo"
"5730" -40.0907029478458 23.3786848072561 95.2154195011337 "MGB0055" "jung" "f" "Granada" "t" "single" "alv" 78.5034013605441 -31.7346938775509 "returo"
"5731" -20.0453514739228 24.2403628117914 110.249433106576 "MGB0055" "jung" "f" "Granada" "t" "single" "alv" 114.444444444445 -22.1428571428571 "returo"
"5732" 15.0340136054423 49.1609977324262 120.272108843537 "MGB0055" "jung" "f" "Granada" "st" "cluster" "alv" 184.467120181406 -17.0634920634918 "destino"
"5733" 25.0566893424036 54.3310657596372 120.272108843537 "MGB0055" "jung" "f" "Granada" "st" "cluster" "alv" 199.659863945578 -14.6371882086169 "destino"
"5734" 45.1020408163265 44.2630385487529 90.2040816326531 "MGB0055" "jung" "f" "Granada" "st" "cluster" "alv" 179.569160997733 0.419501133786753 "destino"
"5735" 20.0453514739228 58.7301587301588 120.272108843537 "MGB0055" "jung" "f" "Granada" "st" "cluster" "alv" 199.047619047619 -19.3424036281178 "estima"
"5736" 35.0793650793652 59.3197278911565 130.294784580499 "MGB0055" "jung" "f" "Granada" "st" "cluster" "alv" 224.69387755102 -12.1201814058957 "estima"
"5737" 45.1020408163265 48.7755102040817 150.340136054422 "MGB0055" "jung" "f" "Granada" "st" "cluster" "alv" 244.21768707483 -1.83673469387759 "estio"
"5738" 20.045351473923 49.1836734693878 140.31746031746 "MGB0055" "jung" "f" "Granada" "st" "cluster" "alv" 209.546485260771 -14.5691609977324 "estio"
"5739" 25.0566893424036 64.3537414965987 155.351473922903 "MGB0055" "jung" "f" "Granada" "st" "cluster" "alv" 244.761904761905 -19.6485260770975 "estio"
"5740" 20.0453514739229 29.0929705215419 105.238095238095 "MGB0055" "jung" "f" "Granada" "st" "cluster" "alv" 154.37641723356 -4.52380952380952 "pestino"
"5741" 15.0340136054422 59.1383219954648 120.272108843537 "MGB0055" "jung" "f" "Granada" "st" "cluster" "alv" 194.444444444444 -22.0521541950113 "pestino"
"5742" 10.0226757369614 44.2857142857143 120.272108843537 "MGB0055" "jung" "f" "Granada" "st" "cluster" "alv" 174.580498866213 -17.1315192743765 "pestino"
"5743" 60.1360544217687 49.3877551020407 75.170068027211 "MGB0055" "jung" "f" "Granada" "st" "cluster" "alv" 184.69387755102 5.37414965986409 "estuche"
"5744" 10.0226757369616 59.0929705215419 150.340136054422 "MGB0055" "jung" "f" "Granada" "st" "cluster" "alv" 219.455782312925 -24.5351473922902 "estuche"
"5745" 20.045351473923 39.2517006802722 125.283446712018 "MGB0055" "jung" "f" "Granada" "st" "cluster" "alv" 184.580498866213 -9.60317460317458 "estuche"
"5746" 15.0340136054421 49.3424036281178 115.260770975057 "MGB0055" "jung" "f" "Granada" "st" "cluster" "alv" 179.637188208617 -17.1541950113378 "estufa"
"5747" 20.0453514739228 39.3424036281178 110.249433106576 "MGB0055" "jung" "f" "Granada" "st" "cluster" "alv" 169.637188208617 -9.64852607709759 "estufa"
"5749" 15.0340136054422 54.2403628117914 140.31746031746 "MGB0055" "jung" "f" "Granada" "st" "cluster" "alv" 209.591836734694 -19.6031746031747 "estuve"
"5750" 15.0340136054422 49.1609977324262 130.294784580499 "MGB0055" "jung" "f" "Granada" "st" "cluster" "alv" 194.489795918367 -17.0634920634919 "estuve"
"5751" 25.0566893424036 44.3990929705215 110.249433106576 "MGB0055" "jung" "f" "Granada" "st" "cluster" "alv" 179.705215419501 -9.67120181405903 "estufa"
"5752" -40.0907029478458 23.8775510204082 45.1020408163265 "MQG0003" "alt" "m" "Granada" "t" "single" "alv" 28.8888888888889 -31.9841269841268 "etipa"
"5753" -5.01133786848072 43.0385487528345 100.226757369614 "MQG0003" "alt" "m" "Granada" "t" "single" "alv" 138.253968253968 -24.0249433106576 "etipa"
"5754" -50.1133786848072 13.6507936507937 55.124716553288 "MQG0003" "alt" "m" "Granada" "t" "single" "alv" 18.6621315192745 -31.8820861678005 "retira"
"5755" -25.0566893424036 27.687074829932 30.0680272108843 "MQG0003" "alt" "m" "Granada" "t" "single" "alv" 32.6984126984128 -26.3718820861677 "retira"
"5756" -40.0907029478456 39.2743764172335 45.1020408163265 "MQG0003" "alt" "m" "Granada" "t" "single" "alv" 44.2857142857144 -39.6825396825398 "retira"
"5757" 10.0226757369612 26.4172335600906 110.249433106576 "MQG0003" "alt" "m" "Granada" "t" "single" "alv" 146.689342403628 -8.19727891156481 "etupa"
"5758" 15.0340136054422 37.5056689342402 85.1927437641723 "MQG0003" "alt" "m" "Granada" "t" "single" "alv" 137.732426303855 -11.235827664399 "etupa"
"5759" 35.0793650793651 18.2312925170068 85.1927437641725 "MQG0003" "alt" "m" "Granada" "t" "single" "alv" 138.503401360544 8.42403628117927 "etupa"
"5760" 10.0226757369612 18.0272108843537 55.124716553288 "MQG0003" "alt" "m" "Granada" "t" "single" "alv" 83.1746031746029 -4.00226757369614 "returo"
"5761" 15.0340136054419 23.4013605442176 50.1133786848075 "MQG0003" "alt" "m" "Granada" "t" "single" "alv" 88.548752834467 -4.18367346938794 "returo"
"5762" -52.7891156462586 22.6757369614513 57.8004535147393 "MQG0003" "alt" "m" "Granada" "t" "single" "alv" 27.687074829932 -37.7324263038549 "returo"
"5764" 10.0226757369614 48.4807256235829 70.1587301587301 "MQG0003" "alt" "m" "Granada" "st" "cluster" "alv" 128.662131519274 -19.2290249433108 "destino"
"5765" 30.0680272108841 33.0385487528345 80.1814058956918 "MQG0003" "alt" "m" "Granada" "st" "cluster" "alv" 143.28798185941 -1.4852607709754 "estima"
"5766" 0 26.8253968253969 80.1814058956916 "MQG0003" "alt" "m" "Granada" "st" "cluster" "alv" 107.006802721088 -13.4126984126985 "estima"
"5767" 30.0680272108841 43.6734693877549 80.1814058956918 "MQG0003" "alt" "m" "Granada" "st" "cluster" "alv" 153.922902494331 -6.80272108843565 "estima"
"5768" 25.0566893424034 48.344671201814 65.1473922902496 "MQG0003" "alt" "m" "Granada" "st" "cluster" "alv" 138.548752834467 -11.6439909297053 "estio"
"5770" 30.0680272108843 43.3786848072561 80.1814058956916 "MQG0003" "alt" "m" "Granada" "st" "cluster" "alv" 153.628117913832 -6.65532879818602 "pestino"
"5771" 5.01133786848072 38.3673469387754 100.226757369614 "MQG0003" "alt" "m" "Granada" "st" "cluster" "alv" 143.605442176871 -16.6780045351472 "estuche"
"5772" 20.0453514739229 33.3560090702949 95.2154195011337 "MQG0003" "alt" "m" "Granada" "st" "cluster" "alv" 148.616780045352 -6.65532879818602 "estufa"
"5773" 20.0453514739231 23.2879818594101 100.226757369614 "MQG0003" "alt" "m" "Granada" "st" "cluster" "alv" 143.560090702948 -1.6213151927434 "estuve"
"5774" 10.0226757369613 38.8888888888889 105.238095238095 "MQG0003" "alt" "m" "Granada" "st" "cluster" "alv" 154.149659863946 -14.4331065759638 "estuve"
"5775" 5.01133786848072 24.2630385487528 80.1814058956917 "NMT0014" "jung" "m" "Granada" "t" "single" "alv" 109.455782312925 -9.62585034013614 "etipa"
"5776" 25.0566893424037 24.6938775510205 90.204081632653 "NMT0014" "jung" "m" "Granada" "t" "single" "alv" 139.954648526077 0.181405895691569 "etipa"
"5777" 10.0226757369613 24.7845804988663 75.170068027211 "NMT0014" "jung" "m" "Granada" "t" "single" "alv" 109.977324263039 -7.38095238095252 "etipa"
"5778" -35.0793650793651 29.6825396825396 75.1700680272108 "NMT0014" "jung" "m" "Granada" "t" "single" "alv" 69.7732426303854 -32.3809523809524 "retira"
"5779" -55.124716553288 19.8866213151928 65.1473922902494 "NMT0014" "jung" "m" "Granada" "t" "single" "alv" 29.9092970521542 -37.5056689342404 "retira"
"5780" -35.0793650793651 24.7392290249434 70.1587301587301 "NMT0014" "jung" "m" "Granada" "t" "single" "alv" 59.8185941043084 -29.9092970521542 "retira"
"5781" 0 19.6598639455782 90.204081632653 "NMT0014" "jung" "m" "Granada" "t" "single" "alv" 109.863945578231 -9.82993197278915 "etupa"
"5782" -5.01133786848061 24.6031746031746 105.238095238095 "NMT0014" "jung" "m" "Granada" "t" "single" "alv" 124.829931972789 -14.8072562358276 "etupa"
"5783" 5.01133786848072 23.5600907029479 90.204081632653 "NMT0014" "jung" "m" "Granada" "t" "single" "alv" 118.775510204082 -9.27437641723373 "etupa"
"5784" -5.01133786848072 24.5351473922902 80.1814058956917 "NMT0014" "jung" "m" "Granada" "t" "single" "alv" 99.7052154195012 -14.7732426303855 "returo"
"5785" 15.0340136054422 14.4897959183673 70.1587301587302 "NMT0014" "jung" "m" "Granada" "t" "single" "alv" 99.6825396825398 0.272108843537353 "returo"
"5786" -40.0907029478458 24.6938775510205 75.1700680272108 "NMT0014" "jung" "m" "Granada" "t" "single" "alv" 59.7732426303855 -32.3922902494331 "returo"
"5787" 5.01133786848072 34.5804988662132 80.1814058956916 "NMT0014" "jung" "m" "Granada" "st" "cluster" "alv" 119.773242630386 -14.7845804988663 "destino"
"5788" 25.0566893424036 34.6485260770975 90.204081632653 "NMT0014" "jung" "m" "Granada" "st" "cluster" "alv" 149.909297052154 -4.79591836734699 "destino"
"5789" 10.0226757369616 29.6145124716553 90.204081632653 "NMT0014" "jung" "m" "Granada" "st" "cluster" "alv" 129.84126984127 -9.79591836734687 "destino"
"5790" 15.0340136054421 34.6938775510205 105.238095238095 "NMT0014" "jung" "m" "Granada" "st" "cluster" "alv" 154.965986394558 -9.82993197278927 "estima"
"5791" 25.0566893424037 39.7052154195011 75.1700680272108 "NMT0014" "jung" "m" "Granada" "st" "cluster" "alv" 139.931972789116 -7.32426303854868 "estima"
"5792" 20.0453514739228 24.8526077097505 90.2040816326531 "NMT0014" "jung" "m" "Granada" "st" "cluster" "alv" 135.102040816326 -2.40362811791374 "estima"
"5793" 25.0566893424035 19.7052154195012 105.238095238095 "NMT0014" "jung" "m" "Granada" "st" "cluster" "alv" 150 2.67573696145109 "estio"
"5794" 20.0453514739229 24.5124716553288 95.2154195011339 "NMT0014" "jung" "m" "Granada" "st" "cluster" "alv" 139.773242630386 -2.23356009070289 "pestino"
"5795" 25.0566893424037 24.7165532879819 110.249433106576 "NMT0014" "jung" "m" "Granada" "st" "cluster" "alv" 160.022675736962 0.170068027210846 "pestino"
"5796" 15.0340136054422 29.4784580498867 90.204081632653 "NMT0014" "jung" "m" "Granada" "st" "cluster" "alv" 134.716553287982 -7.22222222222229 "pestino"
"5797" 15.0340136054422 19.5691609977324 95.2154195011337 "NMT0014" "jung" "m" "Granada" "st" "cluster" "alv" 129.818594104308 -2.26757369614518 "estuche"
"5798" 25.0566893424037 39.795918367347 90.204081632653 "NMT0014" "jung" "m" "Granada" "st" "cluster" "alv" 155.056689342404 -7.36961451247157 "estuche"
"5800" 30.0680272108845 19.6825396825398 85.1927437641723 "NMT0014" "jung" "m" "Granada" "st" "cluster" "alv" 134.943310657596 5.19274376417241 "estufa"
"5801" 5.01133786848061 29.7505668934241 95.2154195011339 "NMT0014" "jung" "m" "Granada" "st" "cluster" "alv" 129.977324263039 -12.3696145124718 "estufa"
"5802" 15.0340136054422 24.6031746031746 100.226757369614 "NMT0014" "jung" "m" "Granada" "st" "cluster" "alv" 139.863945578231 -4.78458049886626 "estuve"
"5803" 10.0226757369614 34.3310657596371 100.226757369615 "NMT0014" "jung" "m" "Granada" "st" "cluster" "alv" 144.580498866213 -12.1541950113378 "estuve"
"5804" 40.0907029478459 29.8866213151927 90.204081632653 "NMT0014" "jung" "m" "Granada" "st" "cluster" "alv" 160.181405895692 5.10204081632662 "estuve"
"5805" 15.0340136054421 29.8639455782312 80.1814058956917 "NRB0044" "jung" "f" "Granada" "t" "single" "alv" 125.079365079365 -7.41496598639446 "etipa"
"5806" 15.0340136054422 24.6485260770975 90.204081632653 "NRB0044" "jung" "f" "Granada" "t" "single" "alv" 129.886621315193 -4.80725623582771 "etipa"
"5807" -10.7256235827664 59.9319727891157 65.1473922902493 "NRB0044" "jung" "f" "Granada" "t" "single" "alv" 114.353741496599 -35.3287981859411 "etipa"
"5808" 0 24.7619047619048 55.124716553288 "NRB0044" "jung" "f" "Granada" "t" "single" "alv" 79.8866213151928 -12.3809523809524 "retira"
"5809" 25.0566893424036 34.7392290249434 50.1133786848072 "NRB0044" "jung" "f" "Granada" "t" "single" "alv" 109.909297052154 -4.84126984126988 "retira"
"5810" 20.0453514739228 29.795918367347 60.1360544217688 "NRB0044" "jung" "f" "Granada" "t" "single" "alv" 109.977324263039 -4.87528344671205 "retira"
